S/N,StudentID,FirstName,LastName,Gender,Department,Birth date
84,COM / 1084,Tina,Crawford,Male,Computer Science,07/02/1997
84,ECO / 1084,John,Johnson,Male,Economics,08/12/2000
84,ENG / 1084,Patricia,Espinoza,Male,English,07/02/1997
84,HIS / 1084,Carrie,Pollard,Male,History,04/06/1998
84,MAT / 1084,Joseph,Daniel,Female,Mathematics,06/04/2000
84,PHY / 1084,Alvin,Newman,Female,Physics,11/08/1997
84,POL / 1084,Elizabeth,Brown,Female,Political Science,22/11/2000
84,PSY / 1084,David,Ramirez,Female,Psychology,26/06/1999
85,BIO / 1085,Charles,Anderson,Male,Biology,25/03/1999
85,CHE / 1085,Preston,Berry,Male,Chemistry,27/02/1999
85,COM / 1085,Joan,Dominguez,Female,Computer Science,10/05/1996
85,ECO / 1085,Marc,Harris,Female,Economics,29/05/1998
85,ENG / 1085,Jonathan,Harrison,Female,English,18/10/2001
85,HIS / 1085,Robert,Henderson,Male,History,27/08/2001
85,MAT / 1085,Katie,Herring,Male,Mathematics,30/12/1999
85,PHY / 1085,Scott,Richardson,Male,Physics,12/06/1996
85,POL / 1085,Shawna,Meyers,Female,Political Science,18/05/1998
85,PSY / 1085,Michael,Mitchell,Male,Psychology,15/11/1999
86,BIO / 1086,Jonathan,Yates,Female,Biology,07/07/2002
86,CHE / 1086,Erin,Hendrix,Female,Chemistry,02/08/2001
86,COM / 1086,Ebony,Hunt,Female,Computer Science,15/03/1999
86,ECO / 1086,Jennifer,Lee,Male,Economics,01/03/1996
86,ENG / 1086,Lisa,Meyer,Male,English,18/09/1999
86,HIS / 1086,Chelsea,Russell,Female,History,24/03/1996
86,MAT / 1086,Michael,Henry,Female,Mathematics,01/02/1999
86,PHY / 1086,Donald,Castro,Female,Physics,06/05/2000
86,POL / 1086,Tiffany,Cunningham,Female,Political Science,14/05/1996
86,PSY / 1086,Amber,Sanchez,Female,Psychology,19/10/2001
87,BIO / 1087,Emily,Harris,Female,Biology,02/04/2002
87,CHE / 1087,Jessica,Irwin,Male,Chemistry,03/09/1996
87,COM / 1087,Kimberly,Lozano,Male,Computer Science,20/01/2001
87,ECO / 1087,Justin,Walker,Male,Economics,27/10/1996
87,ENG / 1087,Evelyn,Adams,Male,English,16/09/2002
87,HIS / 1087,Elizabeth,Stone,Female,History,02/10/2000
87,MAT / 1087,Joshua,Ramos,Male,Mathematics,17/08/1996
87,PHY / 1087,Harry,Martinez,Male,Physics,13/02/2002
87,POL / 1087,Cindy,Martinez,Male,Political Science,24/02/2000
87,PSY / 1087,Ricky,Watson,Male,Psychology,21/04/2002
88,BIO / 1088,Dawn,Walters,Male,Biology,17/01/1999
88,CHE / 1088,Linda,Morris,Male,Chemistry,24/06/2002
88,COM / 1088,Brandon,Martin,Male,Computer Science,26/03/1998
88,ECO / 1088,Chase,Moran,Male,Economics,14/02/1999
88,ENG / 1088,Jamie,Whitney,Female,English,05/06/1999
88,HIS / 1088,Melissa,Brooks,Male,History,13/04/2001
88,MAT / 1088,Charles,Terry,Male,Mathematics,27/01/1998
88,PHY / 1088,Kristin,Potts,Male,Physics,23/10/2002
88,POL / 1088,Charlotte,Young,Female,Political Science,18/03/1996
88,PSY / 1088,Jennifer,Lawson,Female,Psychology,22/01/1998
89,BIO / 1089,Julia,Allen,Male,Biology,09/07/1997
89,CHE / 1089,Samantha,Jefferson,Female,Chemistry,24/10/1998
89,COM / 1089,Timothy,Washington,Female,Computer Science,19/06/1998
89,ECO / 1089,Bryan,Jones,Female,Economics,16/03/1996
89,ENG / 1089,Steven,Allen,Female,English,29/03/2000
89,HIS / 1089,Kim,Hubbard,Female,History,07/09/1997
89,MAT / 1089,Steven,Hall,Male,Mathematics,29/01/2001
89,PHY / 1089,Crystal,Hunter,Female,Physics,25/04/2000
89,POL / 1089,Daniel,Mathews,Male,Political Science,18/03/2000
89,PSY / 1089,Lisa,Gonzalez,Female,Psychology,29/01/1998
90,BIO / 1090,Rachel,Johnson,Male,Biology,25/09/1998
90,CHE / 1090,Jennifer,Randall,Female,Chemistry,27/03/1997
90,COM / 1090,Robert,Paul,Male,Computer Science,02/09/1998
90,ECO / 1090,Sue,Skinner,Female,Economics,02/05/1998
90,ENG / 1090,Daniel,Gray,Male,English,21/01/1998
90,HIS / 1090,Shannon,Palmer,Female,History,01/01/2000
90,MAT / 1090,Steven,Krause,Male,Mathematics,23/05/1996
90,PHY / 1090,Lisa,Porter,Female,Physics,16/04/2001
90,POL / 1090,David,Griffin,Male,Political Science,30/01/2000
90,PSY / 1090,Daniel,Nolan,Male,Psychology,22/02/1997
91,BIO / 1091,David,Molina,Male,Biology,08/04/1998
91,CHE / 1091,Teresa,George,Female,Chemistry,28/07/2001
91,COM / 1091,Sarah,Arias,Male,Computer Science,21/08/2000
91,ECO / 1091,Angela,Miller,Female,Economics,01/05/1999
91,ENG / 1091,Alexander,Phillips,Male,English,13/12/1999
91,HIS / 1091,Evan,Gonzalez,Male,History,07/10/1996
91,MAT / 1091,Tina,Olsen,Male,Mathematics,22/05/1999
91,PHY / 1091,Jonathan,Pearson,Female,Physics,24/04/1998
91,POL / 1091,Sarah,Cooley,Male,Political Science,05/07/1997
91,PSY / 1091,David,Austin,Female,Psychology,05/11/2001
92,BIO / 1092,Emily,Sullivan,Male,Biology,29/03/1996
92,CHE / 1092,James,Brown,Female,Chemistry,02/01/1999
92,COM / 1092,Lauren,Blackwell,Female,Computer Science,07/01/2002
92,ECO / 1092,Lindsey,Pearson,Female,Economics,18/12/2000
92,ENG / 1092,Nicholas,Freeman,Female,English,02/08/2000
92,HIS / 1092,Nina,Li,Female,History,13/03/2000
92,MAT / 1092,Christopher,Jordan,Female,Mathematics,18/01/1999
92,PHY / 1092,Wesley,Sullivan,Male,Physics,21/12/2002
92,POL / 1092,Meredith,Leonard,Female,Political Science,15/06/2001
92,PSY / 1092,Morgan,Grant,Male,Psychology,11/04/1997
93,BIO / 1093,Paige,Oliver,Female,Biology,02/11/2001
93,CHE / 1093,Alyssa,Daniel,Male,Chemistry,18/05/1998
93,COM / 1093,Angela,Valdez,Male,Computer Science,05/07/1997
93,ECO / 1093,Brian,Ryan,Male,Economics,18/10/2000
93,ENG / 1093,James,Mccarty,Male,English,28/05/1999
93,HIS / 1093,Mary,Thomas,Male,History,13/06/1996
93,MAT / 1093,Margaret,Meyers,Male,Mathematics,16/06/2000
93,PHY / 1093,Melissa,Deleon,Female,Physics,18/10/1996
93,POL / 1093,Donna,Abbott,Male,Political Science,10/02/2000
93,PSY / 1093,Amy,Simmons,Female,Psychology,29/05/1999
94,BIO / 1094,Jessica,Barton,Female,Biology,11/11/2001
94,CHE / 1094,Tyler,Castillo,Male,Chemistry,05/01/1996
94,COM / 1094,Chad,Cooley,Male,Computer Science,29/05/1998
94,ECO / 1094,Joshua,Graves,Female,Economics,06/08/2001
94,ENG / 1094,Jeffery,Contreras,Female,English,17/09/1999
94,HIS / 1094,Danielle,Allen,Male,History,15/09/1997
94,MAT / 1094,Richard,Thompson,Male,Mathematics,14/05/2002
94,PHY / 1094,Douglas,Fletcher,Female,Physics,03/03/1999
94,POL / 1094,Danielle,Martin,Female,Political Science,23/11/2002
94,PSY / 1094,Ana,Johnson,Female,Psychology,05/05/1998
95,BIO / 1095,Melinda,Huerta,Male,Biology,23/08/2002
95,CHE / 1095,John,Johnson,Female,Chemistry,08/10/2001
95,COM / 1095,Melissa,Green,Female,Computer Science,05/11/1999
95,ECO / 1095,Wendy,Scott,Male,Economics,25/12/2000
95,ENG / 1095,Daniel,Reed,Female,English,07/05/2001
95,HIS / 1095,Sandra,Holmes,Female,History,05/09/1998
95,MAT / 1095,Paul,Lee,Male,Mathematics,13/12/2000
95,PHY / 1095,Ronald,Vazquez,Female,Physics,17/04/2001
95,POL / 1095,Jessica,Suarez,Female,Political Science,07/02/1999
95,PSY / 1095,Samantha,Stephens,Female,Psychology,02/09/1999
96,BIO / 1096,James,Adams,Male,Biology,14/03/2002
96,CHE / 1096,Lisa,Gross,Male,Chemistry,30/05/1997
96,COM / 1096,Catherine,Maldonado,Female,Computer Science,13/12/1997
96,ECO / 1096,Andrew,Hill,Female,Economics,21/06/2002
96,ENG / 1096,Gary,Browning,Male,English,02/03/1999
96,HIS / 1096,Nathan,Baldwin,Male,History,06/09/1996
96,MAT / 1096,Christopher,Orr,Female,Mathematics,29/03/2002
96,PHY / 1096,Jose,White,Male,Physics,10/06/1996
96,POL / 1096,Damon,Ayala,Male,Political Science,26/07/1998
96,PSY / 1096,Carla,Henderson,Female,Psychology,28/06/1999
97,BIO / 1097,Brianna,Wheeler,Female,Biology,02/03/2001
97,CHE / 1097,Lisa,Moore,Female,Chemistry,13/03/1999
97,COM / 1097,Hannah,Jackson,Female,Computer Science,26/01/2002
97,ECO / 1097,Theresa,Brown,Female,Economics,12/09/2000
97,ENG / 1097,Connie,Sparks,Female,English,05/04/2000
97,HIS / 1097,Shelley,Cooper,Male,History,27/02/2002
97,MAT / 1097,Kaitlyn,Murphy,Male,Mathematics,09/04/1997
97,PHY / 1097,Joseph,Reynolds,Male,Physics,03/10/1997
97,POL / 1097,Megan,Greene,Male,Political Science,24/08/1997
97,PSY / 1097,Stephen,Manning,Male,Psychology,14/04/2000
98,BIO / 1098,David,Jackson,Female,Biology,13/06/2001
98,CHE / 1098,Kevin,Douglas,Male,Chemistry,16/09/2002
98,COM / 1098,Julie,Meyers,Male,Computer Science,10/08/1998
98,ECO / 1098,Michelle,Sherman,Female,Economics,21/01/2001
98,ENG / 1098,Melissa,Carter,Female,English,29/04/1998
98,HIS / 1098,David,Lee,Female,History,06/08/1997
98,MAT / 1098,Zachary,Brewer,Female,Mathematics,07/06/1997
98,PHY / 1098,Joseph,Gonzalez,Male,Physics,09/06/1996
98,POL / 1098,John,Jackson,Female,Political Science,05/11/2002
98,PSY / 1098,Brenda,Williams,Female,Psychology,30/07/2001
99,BIO / 1099,Larry,Vazquez,Male,Biology,06/02/2000
99,CHE / 1099,Isabel,Dorsey,Female,Chemistry,09/05/1999
99,COM / 1099,Nathan,Simmons,Female,Computer Science,13/01/1998
99,ECO / 1099,Nicole,Foster,Female,Economics,30/09/1996
99,ENG / 1099,Sergio,King,Male,English,04/02/2001
99,HIS / 1099,Justin,Kelly,Female,History,13/05/2001
99,MAT / 1099,Kenneth,Aguirre,Female,Mathematics,01/12/1997
99,PHY / 1099,Nina,Gonzales,Female,Physics,07/09/2001
99,POL / 1099,Darius,Trevino,Male,Political Science,11/05/1999
99,PSY / 1099,Dylan,Henson,Male,Psychology,04/03/1997
100,BIO / 1100,Lisa,Maynard,Female,Biology,11/10/1997
100,CHE / 1100,Joanna,Lee,Male,Chemistry,20/01/1996
100,COM / 1100,Amber,Mcdaniel,Female,Computer Science,16/12/2000
100,ECO / 1100,Nicholas,Morris,Male,Economics,05/05/2000
100,ENG / 1100,Wendy,Jones,Female,English,03/01/1997
100,HIS / 1100,James,Jackson,Male,History,01/02/1999
100,MAT / 1100,Jennifer,Thompson,Female,Mathematics,21/05/1999
100,PHY / 1100,Michael,Smith,Female,Physics,09/10/2002
100,POL / 1100,Catherine,Hart,Male,Political Science,24/03/1997
100,PSY / 1100,Johnathan,Lopez,Male,Psychology,27/11/1999
